Row_Number,Candidate_ID,Title,Final_Decision,URL,FilePath,Filename,Retrieved_At,Match_Status
67,CAND_9FE388D8C1,Georgia Ports welcomes new MEDLOG flagship cold chain facility to Savannah - Grice Connect,review,https://www.griceconnect.com/local-news/georgia-ports-welcomes-new-medlog-flagship-cold-chain-facility-to-savannah-11206964,evAutomationUpdated/data/tavily ready documents/review/CAND_9FE388D8C1_georgia-ports-welcomes-new-medlog-flagship-cold-chain-facility-to-savannah-11206964.html,CAND_9FE388D8C1_georgia-ports-welcomes-new-medlog-flagship-cold-chain-facility-to-savannah-11206964.html,2026-03-25T15:28:47,published
68,CAND_1B20532B55,The IRA and the US Battery Supply Chain: Background and Key Drivers - Center on Global Energy Policy at Columbia University SIPA | CGEP,review,https://www.energypolicy.columbia.edu/publications/the-ira-and-the-us-battery-supply-chain-background-and-key-drivers,evAutomationUpdated/data/tavily ready documents/review/CAND_1B20532B55_The_IRA_and_the_US_Battery_Supply_Chain_Background_and_Key_Drivers_-_Center_on_Global_Energy.html,CAND_1B20532B55_The_IRA_and_the_US_Battery_Supply_Chain_Background_and_Key_Drivers_-_Center_on_Global_Energy.html,2026-03-25T15:28:47,published
69,CAND_66E77A0CEE,Supply and Service Agreement,review,https://www.sec.gov/Archives/edgar/data/1503636/000119312512017647/d231008dex1018.htm,evAutomationUpdated/data/tavily ready documents/review/CAND_66E77A0CEE_d231008dex1018.htm,CAND_66E77A0CEE_d231008dex1018.htm,2026-03-25T15:28:47,published
70,CAND_29FF175BC4,Georgia Infrastructure Report Card | ASCE,review,https://infrastructurereportcard.org/state-item/georgia,evAutomationUpdated/data/tavily ready documents/review/CAND_29FF175BC4_Georgia_Infrastructure_Report_Card_ASCE.html,CAND_29FF175BC4_Georgia_Infrastructure_Report_Card_ASCE.html,2026-03-25T15:28:47,published
71,CAND_3A52F3A653,2021–2024 QUADRENNIAL SUPPLY CHAIN REVIEW NATIONAL ECONOMIC COUNCIL,review,https://www.trade.gov/sites/default/files/2025-01/20212024-Quadrennial-Supply-Chain-Review.pdf,evAutomationUpdated/data/tavily ready documents/review/CAND_3A52F3A653_20212024-Quadrennial-Supply-Chain-Review.pdf,CAND_3A52F3A653_20212024-Quadrennial-Supply-Chain-Review.pdf,2026-03-25T15:28:47,published
72,CAND_C066C12839,Georgia’s Extensive Logistics Network Speeds Goods to Market - Valdosta CEO,review,https://valdostaceo.com/features/2022/07/georgias-extensive-logistics-network-speeds-goods-market,evAutomationUpdated/data/tavily ready documents/review/CAND_C066C12839_Georgia’s_Extensive_Logistics_Network_Speeds_Goods_to_Market_-_Valdosta_CEO.html,CAND_C066C12839_Georgia’s_Extensive_Logistics_Network_Speeds_Goods_to_Market_-_Valdosta_CEO.html,2026-03-25T15:28:47,published
73,CAND_1F66F73973,"BASF establishes CAM production facility, battery recycling center in Germany",review,https://etn.news/iesa-contacts-menu/6242-basf-cathode-battery-recycling-facility-germany-details,evAutomationUpdated/data/tavily ready documents/review/CAND_1F66F73973_6242-basf-cathode-battery-recycling-facility-germany-details.html,CAND_1F66F73973_6242-basf-cathode-battery-recycling-facility-germany-details.html,2026-03-25T15:28:47,published
74,CAND_71D4097063,ex_797110.htm,review,https://www.sec.gov/Archives/edgar/data/1621832/000143774925010183/ex_797110.htm,evAutomationUpdated/data/tavily ready documents/review/CAND_71D4097063_ex_797110.htm,CAND_71D4097063_ex_797110.htm,2026-03-25T15:28:47,published
75,CAND_D0E87B6F70,The Port of Savannah: Opportunities and Challenges in 2026,review,https://www.linkedin.com/pulse/port-savannah-opportunities-challenges-2026-iw0de,evAutomationUpdated/data/tavily ready documents/review/CAND_D0E87B6F70_port-savannah-opportunities-challenges-2026-iw0de.html,CAND_D0E87B6F70_port-savannah-opportunities-challenges-2026-iw0de.html,2026-03-25T15:28:47,published
76,CAND_6A09284300,Georgia: A Logistics Sweet Spot | Inbound Logistics,review,https://www.inboundlogistics.com/articles/georgia-a-logistics-sweetspot,evAutomationUpdated/data/tavily ready documents/review/CAND_6A09284300_Georgia_A_Logistics_Sweet_Spot_Inbound_Logistics.html,CAND_6A09284300_Georgia_A_Logistics_Sweet_Spot_Inbound_Logistics.html,2026-03-25T15:28:47,published
77,CAND_652FCE7474,Expanding Logistics: Georgia's Infrastrucure & Supply Chain - Georgia Trend Magazine,review,https://www.georgiatrend.com/2025/03/31/expanding-logistics-georgias-infrastrucure-supply-chain,evAutomationUpdated/data/tavily ready documents/review/CAND_652FCE7474_Expanding_Logistics_Georgia's_Infrastrucure_&_Supply_Chain_-_Georgia_Trend_Magazine.html,CAND_652FCE7474_Expanding_Logistics_Georgia's_Infrastrucure_&_Supply_Chain_-_Georgia_Trend_Magazine.html,2026-03-25T15:28:47,published
78,CAND_F26EB177CA,"The Rise of the ""Battery Belt"" in the Southeast United States: Georgia's Electric Vehicle Boom - Environment+Energy Leader",review,"https://www.environmentenergyleader.com/stories/the-rise-of-the-battery-belt-in-the-southeast-united-states-georgias-electric-vehicle-boom,48331","evAutomationUpdated/data/tavily ready documents/review/CAND_F26EB177CA_the-rise-of-the-battery-belt-in-the-southeast-united-states-georgias-electric-vehicle-boom,4.html","CAND_F26EB177CA_the-rise-of-the-battery-belt-in-the-southeast-united-states-georgias-electric-vehicle-boom,4.html",2026-03-25T15:28:47,published
79,CAND_CA01C1CAE8,Conditional DOE loan to support new EV battery separator facility in Indiana - EV Engineering & Infrastructure,review,https://www.evengineeringonline.com/conditional-doe-loan-to-support-new-ev-battery-separator-facility-in-indiana,evAutomationUpdated/data/tavily ready documents/review/CAND_CA01C1CAE8_Conditional_DOE_loan_to_support_new_EV_battery_separator_facility_in_Indiana_-_EV_Engineerin.html,CAND_CA01C1CAE8_Conditional_DOE_loan_to_support_new_EV_battery_separator_facility_in_Indiana_-_EV_Engineerin.html,2026-03-25T15:28:47,published
80,CAND_72DD031CC9,Altilium begins processes at ‘UK first’ battery recycling facility- Current News,review,https://www.solarpowerportal.co.uk/battery-storage/altilium-begins-processes-at-uk-first-battery-recycling-facility,evAutomationUpdated/data/tavily ready documents/review/CAND_72DD031CC9_altilium-begins-processes-at-uk-first-battery-recycling-facility.html,CAND_72DD031CC9_altilium-begins-processes-at-uk-first-battery-recycling-facility.html,2026-03-25T15:28:47,published
81,CAND_183B5DA12A,EX-99.1,review,https://www.sec.gov/Archives/edgar/data/1145986/000119312524202897/d887175dex991.htm,evAutomationUpdated/data/tavily ready documents/review/CAND_183B5DA12A_d887175dex991.htm,CAND_183B5DA12A_d887175dex991.htm,2026-03-25T15:28:47,published
82,CAND_A53A87F70C,"Aspen Aerogels, Inc. Reports First Quarter 2025 Financial Results ...",review,https://www.sec.gov/Archives/edgar/data/1145986/000117184325002948/exh_991.htm,evAutomationUpdated/data/tavily ready documents/review/CAND_A53A87F70C_exh_991.htm,CAND_A53A87F70C_exh_991.htm,2026-03-25T15:28:47,published
83,CAND_26EF2EBCA7,FREYR Battery taps IRA as motivation to bring Battery Storage Manufacturing to Georgia | Energy Tech,review,https://www.energytech.com/energy-storage/article/21254716/freyr-battery-taps-ira-as-motivation-to-bring-battery-storage-manufacturing-to-georgia,evAutomationUpdated/data/tavily ready documents/review/CAND_26EF2EBCA7_freyr-battery-taps-ira-as-motivation-to-bring-battery-storage-manufacturing-to-georgia.html,CAND_26EF2EBCA7_freyr-battery-taps-ira-as-motivation-to-bring-battery-storage-manufacturing-to-georgia.html,2026-03-25T15:28:47,published
84,CAND_5ED6CA5017,Freyr purchases land in Georgia for battery plant - electrive.com,review,https://www.electrive.com/2022/11/14/freyr-purchases-land-in-georgia-for-battery-plant,evAutomationUpdated/data/tavily ready documents/review/CAND_5ED6CA5017_Freyr_purchases_land_in_Georgia_for_battery_plant_-_electrive.html,CAND_5ED6CA5017_Freyr_purchases_land_in_Georgia_for_battery_plant_-_electrive.html,2026-03-25T15:28:47,published
85,CAND_EDD1E62719,"[PDF] Georgia Statewide Freight & Logistics Plan, 2010-2050 - GDOT",review,https://www.dot.ga.gov/InvestSmart/Freight/GeorgiaFreight/Task%202_Strategic%20Need%20for%20Investing.pdf,evAutomationUpdated/data/tavily ready documents/review/CAND_EDD1E62719_Task%202_Strategic%20Need%20for%20Investing.pdf,CAND_EDD1E62719_Task%202_Strategic%20Need%20for%20Investing.pdf,2026-03-25T15:28:47,published
86,CAND_DEB93D9815,NeoVolta Launches U.S. Battery Storage Factory in Georgia,review,"https://www.environmentenergyleader.com/stories/neovolta-launches-us-battery-storage-factory-in-georgia,112781","evAutomationUpdated/data/tavily ready documents/review/CAND_DEB93D9815_neovolta-launches-us-battery-storage-factory-in-georgia,112781_2.html","CAND_DEB93D9815_neovolta-launches-us-battery-storage-factory-in-georgia,112781_2.html",2026-03-25T15:28:47,published
87,CAND_0C84D1B1BF,New Savannah Georgia Transload Facility Goes Operational - Pine Chemicals Association International,review,https://www.pinechemicals.org/news/new-savannah-georgia-transload-facility-goes-operational,evAutomationUpdated/data/tavily ready documents/review/CAND_0C84D1B1BF_new-savannah-georgia-transload-facility-goes-operational.html,CAND_0C84D1B1BF_new-savannah-georgia-transload-facility-goes-operational.html,2026-03-25T15:28:47,published
88,CAND_B46C20F5B8,DOE Announces $6.57 Billion Loan to Rivian to Support the Construction of EV Manufacturing Facility in Georgia | Department of Energy,review,https://www.energy.gov/edf/articles/doe-announces-657-billion-loan-rivian-support-construction-ev-manufacturing-facility,evAutomationUpdated/data/tavily ready documents/review/CAND_B46C20F5B8_doe-announces-657-billion-loan-rivian-support-construction-ev-manufacturing-facility_2.html,CAND_B46C20F5B8_doe-announces-657-billion-loan-rivian-support-construction-ev-manufacturing-facility_2.html,2026-03-25T15:28:47,published
89,CAND_528B71553C,"HSI INTRO -i- July 1, 2025 July 1, 2025 HAZARDOUS SITE INVENTORY",review,https://epd.georgia.gov/document/pdf/2025-hsi-introduction/download,evAutomationUpdated/data/tavily ready documents/review/CAND_528B71553C_2025-HSI-Introduction.pdf,CAND_528B71553C_2025-HSI-Introduction.pdf,2026-03-25T15:28:47,published
90,CAND_7259866BE0,Georgia Port Authority Plans New Inland Port,review,https://www.greenworldwide.com/georgia-port-authority-plans-new-inland-port,evAutomationUpdated/data/tavily ready documents/review/CAND_7259866BE0_Georgia_Port_Authority_Plans_New_Inland_Port.html,CAND_7259866BE0_Georgia_Port_Authority_Plans_New_Inland_Port.html,2026-03-25T15:28:47,published
91,CAND_174687C7CD,file: ea022002201ex99-1_freyr.htm,review,https://www.sec.gov/Archives/edgar/data/1992243/000121390024094750/ea022002201ex99-1_freyr.htm,evAutomationUpdated/data/tavily ready documents/review/CAND_174687C7CD_ea022002201ex99-1_freyr.htm,CAND_174687C7CD_ea022002201ex99-1_freyr.htm,2026-03-25T15:28:47,published
92,CAND_C58B531E0E,The US Southeast is getting its first EV battery supply chain project | Electrek,review,https://electrek.co/2024/03/12/us-southeast-first-ev-battery-supply-chain-project,evAutomationUpdated/data/tavily ready documents/review/CAND_C58B531E0E_The_US_Southeast_is_getting_its_first_EV_battery_supply_chain_project_Electrek.html,CAND_C58B531E0E_The_US_Southeast_is_getting_its_first_EV_battery_supply_chain_project_Electrek.html,2026-03-25T15:28:47,published
93,CAND_BE6E504944,Mitigate Tariff Risk – Consider Foreign Trade Zone (FTZ) - IMEC Site,review,https://www.imec.org/mitigate-tariff-risk-consider-foreign-trade-zone-ftz,evAutomationUpdated/data/tavily ready documents/review/CAND_BE6E504944_Mitigate_Tariff_Risk_–_Consider_Foreign_Trade_Zone_(FTZ)_-_IMEC_Site.html,CAND_BE6E504944_Mitigate_Tariff_Risk_–_Consider_Foreign_Trade_Zone_(FTZ)_-_IMEC_Site.html,2026-03-25T15:28:47,published
94,CAND_9CB17E788F,SK Battery America cuts 958 jobs at $2.6 billion Georgia plant amid EV pullback | Prism News,review,https://www.prismnews.com/news/sk-battery-america-cuts-958-jobs-at-26-billion-georgia-plant-amid-ev-pullback,evAutomationUpdated/data/tavily ready documents/review/CAND_9CB17E788F_sk-battery-america-cuts-958-jobs-at-26-billion-georgia-plant-amid-ev-pullback.html,CAND_9CB17E788F_sk-battery-america-cuts-958-jobs-at-26-billion-georgia-plant-amid-ev-pullback.html,2026-03-25T15:28:47,published
95,CAND_10CBA0B005,Gov. Kemp: Hyundai Motor Group and LG Energy Solution to Invest Additional $2B in Bryan County | Governor Brian P. Kemp Office of the Governor,review,https://gov.georgia.gov/press-releases/2023-08-31/gov-kemp-hyundai-motor-group-and-lg-energy-solution-invest-additional-2b,evAutomationUpdated/data/tavily ready documents/review/CAND_10CBA0B005_gov-kemp-hyundai-motor-group-and-lg-energy-solution-invest-additional-2b.html,CAND_10CBA0B005_gov-kemp-hyundai-motor-group-and-lg-energy-solution-invest-additional-2b.html,2026-03-25T15:28:47,published
96,CAND_6A1F49CF2A,Ascend Elements - Battery-Tech Network,review,https://battery-tech.net/company/ascend-elements,evAutomationUpdated/data/tavily ready documents/review/CAND_6A1F49CF2A_Ascend_Elements_-_Battery-Tech_Network.html,CAND_6A1F49CF2A_Ascend_Elements_-_Battery-Tech_Network.html,2026-03-25T15:28:47,published
97,CAND_785B616612,Georgia Beefs Up Port Infrastructure to Be Major Ocean Freight Player,review,https://sourcingjournal.com/topics/logistics/georgia-port-authority-savannah-ocean-freight-cargo-infrastructure-rail-truck-422383,evAutomationUpdated/data/tavily ready documents/review/CAND_785B616612_Georgia_Beefs_Up_Port_Infrastructure_to_Be_Major_Ocean_Freight_Player.html,CAND_785B616612_Georgia_Beefs_Up_Port_Infrastructure_to_Be_Major_Ocean_Freight_Player.html,2026-03-25T15:28:47,published
98,CAND_2DAC59B613,April 2025: ISSUE 144 2025 EVS AND BATTERY SUPPLY CHAINS ISSUES AND IMPACTS,review,https://www.oxfordenergy.org/wpcms/wp-content/uploads/2025/04/OEF-144.pdf,evAutomationUpdated/data/tavily ready documents/review/CAND_2DAC59B613_OEF-144.pdf,CAND_2DAC59B613_OEF-144.pdf,2026-03-25T15:28:47,published
99,CAND_489DC8A6E3,Hyundai Georgia Plant Expansion Investment,review,https://www.heresavannah.com/hyundai-georgia-plant-expansion,evAutomationUpdated/data/tavily ready documents/review/CAND_489DC8A6E3_Hyundai_Georgia_Plant_Expansion_Investment.html,CAND_489DC8A6E3_Hyundai_Georgia_Plant_Expansion_Investment.html,2026-03-25T15:28:47,published
100,CAND_AAC602741A,Gov. Kemp Announces Statewide Initiative to Accelerate Georgia’s Electric Mobility Industry | Governor Brian P. Kemp Office of the Governor,review,https://gov.georgia.gov/press-releases/2021-07-20/gov-kemp-announces-statewide-initiative-accelerate-georgias-electric,evAutomationUpdated/data/tavily ready documents/review/CAND_AAC602741A_gov-kemp-announces-statewide-initiative-accelerate-georgias-electric.html,CAND_AAC602741A_gov-kemp-announces-statewide-initiative-accelerate-georgias-electric.html,2026-03-25T15:28:47,published
101,CAND_1C4CECA2A2,Impressive $23M Boost for Georgia battery manufacturing JV - PVknowhow,review,https://www.pvknowhow.com/news/impressive-23m-boost-for-georgia-battery-manufacturing-jv,evAutomationUpdated/data/tavily ready documents/review/CAND_1C4CECA2A2_Impressive_$23M_Boost_for_Georgia_battery_manufacturing_JV_-_PVknowhow.html,CAND_1C4CECA2A2_Impressive_$23M_Boost_for_Georgia_battery_manufacturing_JV_-_PVknowhow.html,2026-03-25T15:28:47,published
102,CAND_1B4A291679,Georgia Ports Welcomes Wallenius Wilhelmsen’s New Brunswick Hub Facility - Expansion Solutions,review,https://www.expansionsolutionsmagazine.com/georgia-ports-welcomes-wallenius-wilhelmsens-new-brunswick-hub-facility,evAutomationUpdated/data/tavily ready documents/review/CAND_1B4A291679_georgia-ports-welcomes-wallenius-wilhelmsens-new-brunswick-hub-facility.html,CAND_1B4A291679_georgia-ports-welcomes-wallenius-wilhelmsens-new-brunswick-hub-facility.html,2026-03-25T15:28:47,published
103,CAND_0A5EEEA586,https://dlg.usg.edu/record/dlg_ggpd_50553986-2023-...,review,https://dlg.usg.edu/record/dlg_ggpd_50553986-2023-07-14/fulltext.text,evAutomationUpdated/data/tavily ready documents/review/CAND_0A5EEEA586_fulltext.txt,CAND_0A5EEEA586_fulltext.txt,2026-03-25T15:28:47,published
104,CAND_5B44B08C5A,"GPA invests in rail connections, terminal capacity - Georgia Ports Authority",review,https://gaports.com/press-releases/gpa-invests-in-rail-connections-terminal-capacity,"evAutomationUpdated/data/tavily ready documents/review/CAND_5B44B08C5A_GPA_invests_in_rail_connections,_terminal_capacity_-_Georgia_Ports_Authority.html","CAND_5B44B08C5A_GPA_invests_in_rail_connections,_terminal_capacity_-_Georgia_Ports_Authority.html",2026-03-25T15:28:47,published
105,CAND_4DB99144C6,Building a Resilient Global EV Supply Chain Amid Uncertainty | Bain & Company,review,https://www.bain.com/insights/building-a-resilient-global-ev-supply-chain-amid-uncertainty,evAutomationUpdated/data/tavily ready documents/review/CAND_4DB99144C6_building-a-resilient-global-ev-supply-chain-amid-uncertainty.html,CAND_4DB99144C6_building-a-resilient-global-ev-supply-chain-amid-uncertainty.html,2026-03-25T15:28:47,published
106,CAND_B80DBE9B47,[PDF] Securing The Battery and Critical Material Supply Chain in Georgia,review,https://www.c2es.org/wp-content/uploads/2025/12/C2ES-GA-Takeaways-FINAL2.pdf,evAutomationUpdated/data/tavily ready documents/review/CAND_B80DBE9B47_C2ES-GA-Takeaways-FINAL2.pdf,CAND_B80DBE9B47_C2ES-GA-Takeaways-FINAL2.pdf,2026-03-25T15:28:47,published
107,CAND_6DAB860470,Georgia's Inland Port set for May opening • The Georgia Virtue,review,https://www.thegeorgiavirtue.com/georgia-news/georgiasinland-port-set-for-may-opening,evAutomationUpdated/data/tavily ready documents/review/CAND_6DAB860470_Georgia's_Inland_Port_set_for_May_opening_•_The_Georgia_Virtue.html,CAND_6DAB860470_Georgia's_Inland_Port_set_for_May_opening_•_The_Georgia_Virtue.html,2026-03-25T15:28:47,published
108,CAND_768F5967D2,Georgia Ports achieves record year for autos - Georgia Ports Authority,review,https://gaports.com/press-releases/georgia-ports-achieves-record-year-for-autos,evAutomationUpdated/data/tavily ready documents/review/CAND_768F5967D2_Georgia_Ports_achieves_record_year_for_autos_-_Georgia_Ports_Authority.html,CAND_768F5967D2_Georgia_Ports_achieves_record_year_for_autos_-_Georgia_Ports_Authority.html,2026-03-25T15:28:47,published
109,CAND_205A6ADFC9,Hyundai supplier Joon Georgia Inc. to build facility in Bulloch County,review,https://www.savannahnow.com/story/business/manufacturing/2022/11/12/hyundai-bryan-county-joon-georgia-inc-facility-bulloch-county/8293763001,evAutomationUpdated/data/tavily ready documents/review/CAND_205A6ADFC9_Hyundai_supplier_Joon_Georgia_Inc.html,CAND_205A6ADFC9_Hyundai_supplier_Joon_Georgia_Inc.html,2026-03-25T15:28:47,published
110,CAND_BED6F970DE,Construction underway on 765 MW of new battery energy storage systems in Georgia,review,https://www.power-eng.com/energy-storage/batteries/construction-underway-on-765-mw-of-new-battery-energy-storage-systems-in-georgia,evAutomationUpdated/data/tavily ready documents/review/CAND_BED6F970DE_Construction_underway_on_765_MW_of_new_battery_energy_storage_systems_in_Georgia.html,CAND_BED6F970DE_Construction_underway_on_765_MW_of_new_battery_energy_storage_systems_in_Georgia.html,2026-03-25T15:28:47,published
111,CAND_2A1A47855A,Application schedule - FindMyMoney.App,review,https://www.findmymoney.app/schedule,evAutomationUpdated/data/tavily ready documents/review/CAND_2A1A47855A_Application_schedule_-_FindMyMoney.html,CAND_2A1A47855A_Application_schedule_-_FindMyMoney.html,2026-03-25T15:28:47,published
112,CAND_B7492D5FF3,1 Infrastructure of the Future: Q1 Quarterly Update 2024,review,https://gatransportation.org/wp-content/uploads/2024/08/Infrastructure-of-the-Future-Q1-Quarterly-Economic-Report-2024.pdf,evAutomationUpdated/data/tavily ready documents/review/CAND_B7492D5FF3_Infrastructure-of-the-Future-Q1-Quarterly-Economic-Report-2024.pdf,CAND_B7492D5FF3_Infrastructure-of-the-Future-Q1-Quarterly-Economic-Report-2024.pdf,2026-03-25T15:28:47,published
113,CAND_603444734C,[PDF] Government calls all-party meet on West Asia crisis - Daily Pioneer,review,https://dailypioneer.com/uploads/2026/epaper/march/delhi-english-edition-2026-03-25.pdf,evAutomationUpdated/data/tavily ready documents/review/CAND_603444734C_delhi-english-edition-2026-03-25.pdf,CAND_603444734C_delhi-english-edition-2026-03-25.pdf,2026-03-25T15:28:47,published
114,CAND_CC51E2CACC,Electrification Coalition - Georgia EV Policy,review,https://electrificationcoalition.org/work/state-ev-policy/georgia,evAutomationUpdated/data/tavily ready documents/review/CAND_CC51E2CACC_Electrification_Coalition_-_Georgia_EV_Policy_2.html,CAND_CC51E2CACC_Electrification_Coalition_-_Georgia_EV_Policy_2.html,2026-03-25T15:28:47,published
115,CAND_4EE734F7FE,The Port of Brunswick Expands Rail Capacity - Railway Supply,review,https://www.railway.supply/the-port-of-brunswick-launches-first-phase-of-rail-yard,evAutomationUpdated/data/tavily ready documents/review/CAND_4EE734F7FE_The_Port_of_Brunswick_Expands_Rail_Capacity_-_Railway_Supply.html,CAND_4EE734F7FE_The_Port_of_Brunswick_Expands_Rail_Capacity_-_Railway_Supply.html,2026-03-25T15:28:47,published
116,CAND_B72F86A6CE,zeus20251028h_425.htm,review,https://www.sec.gov/Archives/edgar/data/917470/000143774925032012/zeus20251028h_425.htm,evAutomationUpdated/data/tavily ready documents/review/CAND_B72F86A6CE_zeus20251028h_425_2.htm,CAND_B72F86A6CE_zeus20251028h_425_2.htm,2026-03-25T15:28:47,published
117,CAND_63A0ADB411,"Savannah, Brunswick Georgia Ports Set for a $4.5B Revamp",review,https://www.constructconnect.com/construction-economic-news/savannah-brunswick-ports-set-for-a-4.5b-revamp,evAutomationUpdated/data/tavily ready documents/review/CAND_63A0ADB411_savannah-brunswick-ports-set-for-a-4.html,CAND_63A0ADB411_savannah-brunswick-ports-set-for-a-4.html,2026-03-25T15:28:47,published
118,CAND_706F9EB3D5,Tire and EV Battery Logistics in the Automotive Supply Chain,review,https://www.its4logistics.com/blog/tire-and-ev-battery-logistics-in-the-automotive-supply-chain,evAutomationUpdated/data/tavily ready documents/review/CAND_706F9EB3D5_tire-and-ev-battery-logistics-in-the-automotive-supply-chain.html,CAND_706F9EB3D5_tire-and-ev-battery-logistics-in-the-automotive-supply-chain.html,2026-03-25T15:28:47,published
119,CAND_FB335BD22D,Georgia Power determines locations for 500 MW of new battery energy storage systems approved in 2023 IRP Update | SO Stock News,review,https://www.stocktitan.net/news/SO/georgia-power-determines-locations-for-500-mw-of-new-battery-energy-uucjhak9wq3c.html,evAutomationUpdated/data/tavily ready documents/review/CAND_FB335BD22D_georgia-power-determines-locations-for-500-mw-of-new-battery-energy-uucjhak9wq3c.html,CAND_FB335BD22D_georgia-power-determines-locations-for-500-mw-of-new-battery-energy-uucjhak9wq3c.html,2026-03-25T15:28:47,published
120,CAND_AE10316EBE,Multi-Tier Supplier Collaboration: Benefits and Challenges,review,https://veridion.com/blog-posts/multi-tier-supplier-collaboration-benefits-challenges,evAutomationUpdated/data/tavily ready documents/review/CAND_AE10316EBE_Multi-Tier_Supplier_Collaboration_Benefits_and_Challenges.html,CAND_AE10316EBE_Multi-Tier_Supplier_Collaboration_Benefits_and_Challenges.html,2026-03-25T15:28:47,published
121,CAND_4129B37355,"Brunswick EV battery plant delayed, but still on track",review,https://www.azcentral.com/story/news/local/2025/07/03/brunswick-ev-battery-plant-delayed-but-still-on-track-epsilon-advanced-materials-india/84430231007,"evAutomationUpdated/data/tavily ready documents/review/CAND_4129B37355_Brunswick_EV_battery_plant_delayed,_but_still_on_track_3.html","CAND_4129B37355_Brunswick_EV_battery_plant_delayed,_but_still_on_track_3.html",2026-03-25T15:28:47,published
122,CAND_D8E27525FD,Daechang Seat latest supplier to localise production with Hyundai in Georgia | Automotive Logistics,review,https://www.automotivelogistics.media/ev-and-battery/hyundai-supported-by-suppliers-in-race-to-localise-ev-production-in-us/215849,evAutomationUpdated/data/tavily ready documents/review/CAND_D8E27525FD_215849.html,CAND_D8E27525FD_215849.html,2026-03-25T15:28:47,published
123,CAND_82CF04C498,"Logistics | Development Authority of Washington County, Georgia",review,https://washingtondev.com/top-industries/logistics,evAutomationUpdated/data/tavily ready documents/review/CAND_82CF04C498_logistics_2.html,CAND_82CF04C498_logistics_2.html,2026-03-25T15:28:47,published
124,CAND_262663F06C,South Peach Industrial Park Rail Site | Development Authority of Peach County Properties,review,https://peachcountydevelopment.com/properties/details/south-peach-industrial-park-rail-site,evAutomationUpdated/data/tavily ready documents/review/CAND_262663F06C_south-peach-industrial-park-rail-site.html,CAND_262663F06C_south-peach-industrial-park-rail-site.html,2026-03-25T15:28:47,published
125,CAND_6B665CA616,[PDF] Ukraine Seeks to Make Gains After Breaching Russian Lines - WSJ,review,https://www.wsj.com/public/resources/documents/GtHlZy2yQCHcnuFujTx2-WSJNewsPaper-9-5-2023.pdf?gaa_at=eafs&gaa_n=AWEtsqcS-X5feB18-iiEnJOYHkJCWJ5jM30oVTNkyD4PSLkScLsYro_qtx4S&gaa_ts=69c43307&gaa_sig=Pl_VXJAghr8ycP38chI-paBTIGEmW3Wy1P1to5k0OrlBAYSsXEf-B7nQfo4d__tl-1CxVJHgrMiddzqRLQjcCg%3D%3D,evAutomationUpdated/data/tavily ready documents/review/CAND_6B665CA616_GtHlZy2yQCHcnuFujTx2-WSJNewsPaper-9-5-2023.pdf,CAND_6B665CA616_GtHlZy2yQCHcnuFujTx2-WSJNewsPaper-9-5-2023.pdf,2026-03-25T15:28:47,published
